method,n_opt,n_mach,running_time_seconds,num_constraints,num_variables,makespan,feasible_MILP,feasible_CP
MILP,10,6,8.71162223815918,2440,781,518.0,yes,yes
MILP,15,6,16.553850889205933,5610,1696,528.0,yes,yes
MILP,20,6,29.390357494354248,10080,2961,698.0,yes,yes
MILP,25,6,43.99323129653931,15850,4576,698.0,yes,yes
MILP,30,6,62.25629425048828,22920,6541,698.0,yes,yes
MILP,35,6,93.49688577651978,31290,8856,698.0,yes,yes
MILP,40,6,144.36093878746033,40960,11521,698.0,yes,yes
MILP,45,6,187.47924494743347,51930,14536,698.0,yes,yes
MILP,50,6,255.89100813865662,64200,17901,707.0,yes,yes
